가수,제목,발매일,장르,가사
에디킴,My Love,2015.01.21,포크/블루스,너의 이름보다오늘은 이렇게 널 부를게My love my love my love요즘 나 이상하다이런 게 안 어색하다넌 점점 날 바꾸고 있어널 만지려다 그만내 손을 숨겼어 소중하니까애꿎은 피아노 만지다가떠올랐던 멜로디어때 내 목소리 뛰는가슴소리 너에게 닿으면내 맘 좀 알아주라너에게 미쳐가는 날헝클어진 머리 끝없는 잔소리그 모든 것들도 사랑할 수 있어넌 그래도 결국 예쁠 거니까My love my loveI’ve given all my soul있잖아 우리 그때안 만났었다면 나의 모든 건몽롱한 연기 속쾨쾨해진 건배뿐인 밤으로어때 내 목소리 뛰는가슴소리 너에게 닿으면내 맘 좀 알아주라너에게 미쳐가는 날헝클어진 머리 끝없는 잔소리그 모든 것들도 사랑할 수 있어넌 그래도 결국 예쁠 거니까My love my loveYou‘re my last love last loveYou're the sweetest girlI've ever metMy love my loveI‘ve given all my soulI‘ve given all my soulAll my soul
윤딴딴,Melody,2020.10.21,"포크/블루스, 국내드라마",내가 본 그녀의 처음 모습은마치 피아노 위의 새하얀 건반 같아투명한 눈빛 그 안에 비춰진 내 모습도맑아질 것처럼오늘은 내게 어떤 표정 지을까자꾸만 난 궁금해져그녀 작은 표정 하나하나가새로운 음악 같아Melody Melody너의 앞에서면 귓가에 흘려오는Melody Melody내 심장을 막 뛰게 하네Melody피아노 앞에서 노랠 부르는어린 소녀 어여쁜 그 표정이 떠올라상상만으로 내 맘도 참 기분이 좋아져네가 더 좋아져오늘은 내게 어떤 말을 건넬까한번 더 난 궁금해져저 멀리서 들려오는 목소리Oh 음악 같아Melody Melody너의 앞에서면 귓가에 흘려오는Melody Melody내 심장을 막 뛰게 하네Oh Melody그대의 마음 담아 노래해줘요Oh 내게 들려줘요Melody Melody너의 앞에서면 귓가에 흘려오는Melody Melody내 심장을 막 뛰게 하는Melody Melody너의 손에 맞춰 내 맘이 춤을 추듯Melody Melody사랑의 노랠 들려줘요MelodyMelody그대 따라 나 걸음 맞춰Melody Melody그대는 내 맘에 부는내 Melody
109,소등,2021.01.21,"인디음악, 포크/블루스",오늘도 어김없이집에 가는 언덕다리가 아파와서잠시 앉을 곳을 찾았어주변을 둘러보니꽤 늦은 시간인데여기저기 하나씩불이 켜져 있는 게 보이네나에게 말해줄래요지금까지 숨겨왔던 것들을고민과 걱정 담아서그대 마음의 불을 꺼요나의 말들이 위로가 될진 모르지만네 옆에 있을게기댈 곳 없이 혼자 걷지 말고내 손을 잡고 같이 걷자너의 두려움 모든 걸 알 순 없겠지만네 옆에 있을게조금씩 천천히 불빛에 담아서눈을 감고 불을 끄고 잠에 들어요나에게 말해줄래요지금까지 잠 못 들게 했었던고민과 걱정 담아서그대 마음에 불을 꺼요나의 말들이 위로가 될진 모르지만네 옆에 있을게기댈 곳 없이 혼자 걷지 말고내 손을 잡고 같이 걷자너의 두려움 모든 걸 알 순 없겠지만네 옆에 있을게조금씩 천천히 불빛에 담아서눈을 감고 불을 끄고 잠에 들어요
문빛,널 향해 피어나,2021.05.03,"인디음악, 포크/블루스",아무도 모르게 내 마음 한구석 조용히 피어나 아주 작은 아지랑이같이 점점 커져가 어느새 내 하루를 가득 채워버린 네가 나에게 다가와 슬쩍 스쳐 지나간 그 발길 따라 꽃잎이 피어나고 있어 그 위로 푸르던 그 하늘도 모든 게 날 위해 만들어진 영화같이 피어나 내 마음 사이로 온전히 그 꽃이 만개하면 너에게 다 보여줄래 언제나 나의 햇빛이 되어줘 시들지 않고 반짝이 빛이 나도록 어떤 색으로 널 피워내 보일까 내가 제일 좋아하는 노란색으로 꾸밀까 세상에서 하나뿐인 그 꽃밭을 너와 함께 꾸며내고 싶은걸 네 미소 한 스푼 담아내서 슬펐던 내 하루에 단비로 다 내려줄게 촉촉이 젖은 그 땅 위로 내리쬐는 햇살 같은 널 보니 난 또 녹아내려 피어나 내 마음 사이로 온전히 그 꽃이 만개하면 너에게 다 보여줄래 언제나 나의 햇빛이 되어줘 시들지 않고 반짝이 빛이 나도록 너의 발걸음을 슬쩍 따라가면 씩 웃는 그 미소 오 잠깐 나 또 반했어 눈이 부시게 아름다운 널 이 봄과 함께 맞이할래 피어나 내 마음 사이로 완전히 너와 함께 이 사랑 가득히 피워내볼래 언제나 나의 달빛이 되어줘 어두운 이 밤 오롯이 피어 있도록 
청춘학개론,물수제비,2017.07.07,"인디음악, 포크/블루스",길을 걷다 보이는 조그만 동네 꽃 가게 왠지 맘에 끌려 문을 열고 들어갔어 꽃 한 송이와 나의 마음 조금 사고서 네게 전화를 걸어 어디야 집이지 뭐 하는데 그냥 있어 역시 넌 단무지인가 단순해 불만이냐 미안 그냥 생각나서 전화했어 흥 잠깐 집 앞에 나와 머리도 안 감고 세수도 안 했는데 정말 귀찮네 일단 잠깐 기다려 곱게 물든 나의 마음을 네게 건네주고 파 아침부터 내 마음이 좀 들떠서 버스 타고 지하철도 타고 보고 싶은 마음이 달려왔어 보고 싶은 마음이 ㄷ ㄷ 달려왔어 보고 싶은 마음이 매일 아침 일어나 이불과 씨름하는 나 창문 너머 보이는 익숙한 동그란 그림자 내게 전화 오네 난 바보 같은 웃음 짓고 여보세요 여보세요 어디야 집이지 뭐 하는데 그냥 있어 역시 넌 단무지인가 단순해 왜 전화했냐고 너를 따라 하늘도 파랗게 물든 날 손잡고 어디든 가자같이 걸을까곱게 물든 나의 마음을네게 건네주고 파아침부터 내 마음이 좀 들떠서버스 타고 지하철도 타고보고 싶은 마음이 달려왔어파란 곳으로 갈까난 너랑 둘이면물 위로 피어난 구름꽃 같아또 파랗게 또 하얗게 설레임곱게 물든 나의 마음을네게 건네주고 파아침부터 내 마음이 좀 들떠서버스 타고 지하철도 타고보고 싶은 마음이 달려왔어보고 싶은 마음이 달려왔어보고 싶은 마음이달려왔어보고 싶은 마음이
어반자카파,그냥 조금,2013.04.15,"포크/블루스, 국내드라마",그냥 조금 나 맘이 답답한 것뿐이야자꾸 먹먹해지는 것뿐이야 그냥 조금그냥 조금 세상이 원망스러운 거야떠나야 한다면간다면어쩔 수 없겠지만그냥 조금조금 많이 아파  나와 나란히걷던 그대 말없이 걷던 그 때그게 생각나서 겁이 나도록환하게 웃던 얼굴그게 생각나서그게 좀 슬픈 거야그냥 조금 나 맘이 답답한 것뿐이야자꾸 먹먹해지는 것뿐이야 그냥 조금그냥 조금세상이 원망스러운 거야 떠나야 한다면간다면어쩔 수 없겠지만그냥 조금조금 많이아파  알아어쩔 수 없다는 것그대 가 더 힘든 것모두 알고 있어화가 나도록눈부신 하늘 아래둘이 아니라는 것그게 좀 슬픈 거야그냥 조금그냥 조금그냥 조금그냥 조금그냥 조금그냥 조금그냥 조금내일이오지 않을 것만 같아떠나야 한다면간다면견딜 순 없겠지만나를 달래 견뎌볼게그럴게그냥 조금나 맘이 답답한 것뿐이야자꾸 먹먹해지는 것뿐이야그냥 조금그냥 조금세상이원망스러운 거야떠나야 한다면간다면어쩔 수 없겠지만그냥 조금조금 많이 아파
이적,숫자,2019.03.22,포크/블루스,우리가 함께 했던 시간이모두 숫자로만 남은 것 같아생각을 멈추려고 해봐도내 안에 나도 모를 작은 방이 있나봐그곳에 웅크린 한 아이가연필 하나 들고 써내려가는우리가 함께 했던 시간이이제는 숫자로만 남은 것 같아네가 걸어왔던 적은 몇 번이었나우리가 봤던 영환 몇 편커피에 시럽은 몇 번 눌러서 넣었나우리 처음 키스를 나눴던 시각과제일 길었던 통화 시간내게 이별을 선언할 때의 눈 깜박임수없이 많았던 추억들을감히 세어보려 밤을 지새 난우리가 함께 했던 시간은이제는 숫자로만 남은 것 같아하나 둘 셋 넷 다섯세다가 새어 나오는 한숨은 삼키고하나 둘 셋 넷 다섯음 언제쯤 이걸 그만 둘 수 있을까사랑한다고 말 한 적은 몇 번이었나말다툼 했던 일은 몇 번걷다가 비를 피해 멈춘 건 몇 번인가우리 처음 키스를 나눴던 시각과제일 길었던 통화 시간내게 이별을 선언할 때에 눈 깜박임수없이 많았던 추억들을감히 세어보려 밤을 지새 난우리가 함께 했던 시간은이제는 숫자로만 남은 것 같아
유승우,오늘의 날씨 (우연히 봄 X 유승우),2022.03.28,"포크/블루스, 애니메이션/웹툰",오늘의 날씨를 말해줘요솔직한 기분을 말해주세요그러면햇빛에 떨어지는 비처럼아닌 척 내 맘을 말해줄게요이렇게 내 맘을 몰라줄까솔직히 말해요 그대도 똑같잖아요어떤 노래를 좋아해또 어떤 색을 좋아해어떤 날씨를 좋아해난 그게 궁금해어떤 생각을 하는지어떤 걸 보고 웃는지혹시 날 보고 웃는지난 그게 궁금해이게 사랑인 거 같아오늘의 날씨를 말해줘요어때요 오늘은 비가 왔나요그러면우산과 마중을 나갈까요아니면 손잡고 뛰어갈까요이렇게 내 맘이 더 커질까솔직히 말할 게 나 그댈 사랑하나 봐어떤 노래를 좋아해또 어떤 색을 좋아해어떤 날씨를 좋아해난 그게 궁금해어떤 생각을 하는지어떤 걸 보고 웃는지혹시 날 보고 웃는지난 그게 궁금해이게 사랑인 거 같아어떤 노래를 좋아해또 어떤 색을 좋아해어떤 날씨를 좋아해난 그게 궁금해어떤 생각을 하는지어떤 걸 보고 웃는지혹시 날 보고 웃는지난 그게 궁금해이게 사랑인 거 같아
김필선,GoodBoy,2021.04.16,"인디음악, 포크/블루스",I'm not a good kid난 별로 좋은 애가 아니야You’re such a nice boy넌 너무 좋은 애라 위험해너 내가 하자면 할 거지너는 내 말은 잘 듣지내가 너 안 사랑하면 어쩔래그래도 좋다고 웃네 good kid그런 얼굴로 멍청하면 good boy예뻐해 주면 그저 좋은 good boygood boy good boy good boy옳지 내게 와서 그 손을 내밀어bad boy bad boy bad boy그런 얼굴로 멍청하다니 말도 안 돼반칙이야 bad boy 음I’m not a good kid난 별로 좋은 애가 아니야You’re such a nice boy넌 너무 좋은 애라 위험해음 손 떼 어울려난 아무것도 안 했는데벌써 겁먹으면 어떡해 나 서운해셋 셀 동안 이리 와그래도 좋다고 웃네 good kid그런 얼굴로 멍청하면 good boy예뻐해 주면 그저 좋은 good boygood boy good boy good boy옳지 내게 와서 그 손을 내밀어bad boy bad boy bad boy그런 얼굴로 멍청하다니 말도 안 돼반칙이야 bad boy 음왜 이렇게 좋은지 궁금하지 나란 애잘 듣고 싶지 내가 하는 말That's why I'm so so bad왜 이렇게 좋은지 남들은 하지 말래 그치That’s why I’m so so bad
김사월,접속,2015.10.27,"인디음악, 포크/블루스",같은 곳에서 같은 속도로 심장이 뛴다면 당신의 꿈 속으로 접속할 수도 있겠죠 작고 여린 당신 등에 나의 심장을 포개고 당신의 꿈 속으로 신호를 맞춰 봤어요내 못난 마음 꿈에서는 다 용서해 주세요 내 못난 마음 꿈에서는 다 용서해 주세요 너와 함께라면 내 인생도 빠르게 지나갈 거야 울고 웃고 떠드는 따뜻한 밤이 지나면 당신은 야단맞는 곳으로 돌아가겠죠 아침은 두려워요 텅 빈 공기 속의 누에고치 당신의 꿈 속으로 신호를 맞춰 봤어요내 못난 마음 꿈에서는 다 용서해 주세요 내 못난 마음 꿈에서는 다 용서해 주세요 내 못난 마음꿈에서는 다 용서해 주세요내 못난 마음꿈에서는 다 용서해 주세요너와 함께라면내 인생도 빠르게 지나갈 거야너와 함께라면내 인생도 빠르게
앤츠 (Ants),예쁜 너니까,2016.10.07,"인디음악, 포크/블루스",예쁘잖아 니가자꾸 궁금해지잖아널 보는 눈이간지럽혀 내 맘을친구들이 날멍청해 보인대도난 매일이 왜이리 좋은지나 혼자 보던나 혼자 듣던나 혼자 먹던 모든걸둘이서 함께하고헤어질 땐 아쉬워손 꼭 붙잡고 잘 가란인사를 끝도 없이주고받고How do I show my hearttu du tu tu tu달콤한 말들이소곤소곤 대네심장이 또 두근두근 뛰네아무것도 못하게만드는 너그래도 난 니가 좋아내 눈에 예쁘니까서투른 말도어색한 손도마주쳐오는 눈빛도너라서 행복한 걸늦은 저녁 연락도막 끊기 싫어 잘 자란말만 밤새도록 주고받고How do I show my hearttu du tu tu tu달콤한 말들이소곤소곤 대네심장이 또두근두근 뛰네아무것도 못하게만드는 너그래도 난 니가정말 좋은 걸넌 늘 처음처럼만날 사랑해줘내가 하루하루더 사랑할게이런 변화를 내게너의 마음을 내게알려줘서 고마워How do I show my hearttu du tu tu tu달콤한 기분이사르르 퍼져 내눈빛이 또 너만 따라가네아무것도 못하게만드는 너그래도 난 니가 좋아내 눈에 예쁘니까How do I show my hearttu du tu tu tu달콤한 말들이소곤소곤 대네심장이 또 두근두근 뛰네아무것도 못하게만드는 너그래도 난 니가 좋아내 눈에 예쁜 너니까
민서 (MINSEO),알지도 못하면서,2019.01.29,포크/블루스,나를 잘 알지도 못하면서 난나의 선택을 믿어버렸어난 울지 않는 나를 보면서기특하다고 칭찬을 했어그냥 다 덮어버렸던 거야너무 겁이 나서사랑은 남겨지고 난 뒤에도자란다는 걸나는 정말 몰랐어눈 뜨면 몰라보게또 자라난 그리움 속에길을 잃은 아이가 된 것 같아그래 길을 잃었어난 길을 잃었어많은 걸 잃었어 정말그땐 어른이 다 된 것 같았어널 만나고 또 헤어지면서세상 모든 일은 지나간다는흔한 말을 곱씹으면서많이 다친 줄도 몰랐어내 맘 여기저기사랑은 남겨지고 난 뒤에도자란다는 걸나는 정말 몰랐어눈 뜨면 몰라보게또 자라난 그리움 속에길을 잃은 아이가 된 것 같아그래 길을 잃었어난 길을 잃었어많은 걸 잃었어 정말눈뜨면 매일 오는 아침이다 이별이란 걸나는 정말 몰랐어봄 다음에 여름 가을 건너뛰고겨울인 거야요즘 내 맘을 말하자면눈물이 흐를 때면흘리는 게 어른이란 걸나는 정말 몰랐어참아서 퉁퉁 불은 슬픔들이또 차 올라서지금 뒤늦게 울고 있어이제 어른이 됐어
